Family Type,Adult(s),Infant(s),Preshooler(s),Schoolager(s),Teenager(s),State ,Year,All Families Table #,County,Housing Costs,Child Care Costs,Food Costs ,Transportation Costs,Health Care Costs ,Miscellaneous costs,Taxes,Earned Income Tax Credit (-),Child Care Tax Credit (-),Child Tax Credit (-),Hourly Self-Sufficiency Wage                           ,Monthly Self-Sufficiency Wage                           ,Annual Self-Sufficiency Wage                           ,Emergency Savings
a3i3p0s0t2,3,3,0,0,2,VA,2021,26,Chesterfield County,2301.26,3295.36,1498.64,576.13,977.64,864.9,2777.67,0,-100,-875,32.15,11316.6,135799.24,171.31
a3i2p3s0t0,3,2,3,0,0,VA,2021,26,Chesterfield County,2301.26,5235.99,1331.23,576.13,881.02,1032.56,3796.49,0,-100,-875,40.28,14179.68,170156.13,210.34
a3i2p2s1t0,3,2,2,1,0,VA,2021,26,Chesterfield County,2301.26,4766.17,1396.37,576.13,903.2,994.31,3565.1,0,-100,-875,38.43,13527.54,162330.5,199.49
a3i2p2s0t1,3,2,2,0,1,VA,2021,26,Chesterfield County,2301.26,4222.97,1417.92,576.13,923.64,944.19,3259.42,0,-100,-875,36,12670.52,152046.28,185.22
a3i2p1s2t0,3,2,1,2,0,VA,2021,26,Chesterfield County,2301.26,4296.34,1461.52,576.13,925.38,956.06,3333.71,0,-100,-875,36.58,12875.41,154504.87,188.63
a3i2p1s1t1,3,2,1,1,1,VA,2021,26,Chesterfield County,2301.26,3753.14,1483.07,576.13,945.82,905.94,3028.04,0,-100,-875,34.14,12018.39,144220.65,178.28
a3i2p1s0t2,3,2,1,0,2,VA,2021,26,Chesterfield County,2301.26,3209.94,1504.61,576.13,966.26,855.82,2722.36,0,-100,-875,31.71,11161.37,133936.43,169.77
a3i2p0s3t0,3,2,0,3,0,VA,2021,26,Chesterfield County,2301.26,3826.51,1526.67,576.13,947.56,917.81,3102.33,0,-100,-875,34.73,12223.27,146679.24,180.31
a3i2p0s2t1,3,2,0,2,1,VA,2021,26,Chesterfield County,2301.26,3283.31,1548.21,576.13,968,867.69,2796.65,0,-100,-875,32.29,11366.25,136395.02,171.8
a3i2p0s1t2,3,2,0,1,2,VA,2021,26,Chesterfield County,2301.26,2740.11,1569.76,576.13,988.44,817.57,2490.97,0,-100,-875,29.86,10509.23,126110.8,163.3
a3i2p0s0t3,3,2,0,0,3,VA,2021,26,Chesterfield County,2301.26,2196.91,1591.3,576.13,1008.88,767.45,2185.29,0,-100,-875,27.42,9652.21,115826.58,154.79
a3i1p4s0t0,3,1,4,0,0,VA,2021,26,Chesterfield County,2301.26,5150.57,1337.2,576.13,869.63,1023.48,3741.17,0,-100,-875,39.84,14024.44,168293.32,207.76
a3i1p3s1t0,3,1,3,1,0,VA,2021,26,Chesterfield County,2301.26,4680.74,1402.35,576.13,891.82,985.23,3509.79,0,-100,-875,37.99,13372.31,160467.69,196.9
a3i1p3s0t1,3,1,3,0,1,VA,2021,26,Chesterfield County,2301.26,4137.54,1423.89,576.13,912.26,935.11,3204.11,0,-100,-875,35.55,12515.29,150183.47,183.21
a3i1p2s2t0,3,1,2,2,0,VA,2021,26,Chesterfield County,2301.26,4210.91,1467.5,576.13,914,946.98,3278.4,0,-100,-875,36.14,12720.17,152642.06,186.05
a3i1p2s1t1,3,1,2,1,1,VA,2021,26,Chesterfield County,2301.26,3667.71,1489.04,576.13,934.44,896.86,2972.72,0,-100,-875,33.7,11863.15,142357.84,176.74
a3i1p2s0t2,3,1,2,0,2,VA,2021,26,Chesterfield County,2301.26,3124.51,1510.58,576.13,954.88,846.74,2667.04,0,-100,-875,31.27,11006.13,132073.62,168.23
a3i1p1s3t0,3,1,1,3,0,VA,2021,26,Chesterfield County,2301.26,3741.09,1532.64,576.13,936.18,908.73,3047.01,0,-100,-875,34.28,12068.04,144816.44,178.77
a3i1p1s2t1,3,1,1,2,1,VA,2021,26,Chesterfield County,2301.26,3197.88,1554.19,576.13,956.62,858.61,2741.33,0,-100,-875,31.85,11211.02,134532.21,170.26
a3i1p1s1t2,3,1,1,1,2,VA,2021,26,Chesterfield County,2301.26,2654.68,1575.73,576.13,977.06,808.49,2435.65,0,-100,-875,29.41,10354,124247.99,161.76
a3i1p1s0t3,3,1,1,0,3,VA,2021,26,Chesterfield County,2301.26,2111.48,1597.27,576.13,997.5,758.36,2129.98,0,-100,-875,26.98,9496.98,113963.77,153.25
a3i1p0s4t0,3,1,0,4,0,VA,2021,26,Chesterfield County,2301.26,3271.26,1597.79,576.13,958.36,870.48,2815.62,0,-100,-875,32.43,11415.9,136990.81,172.3
a3i1p0s3t1,3,1,0,3,1,VA,2021,26,Chesterfield County,2301.26,2728.06,1619.34,576.13,978.8,820.36,2509.94,0,-100,-875,30,10558.88,126706.58,163.79
a3i1p0s2t2,3,1,0,2,2,VA,2021,26,Chesterfield County,2301.26,2184.86,1640.88,576.13,999.24,770.24,2204.26,0,-100,-875,27.56,9701.86,116422.36,155.28
a3i1p0s1t3,3,1,0,1,3,VA,2021,26,Chesterfield County,2301.26,1641.66,1662.42,576.13,1019.68,720.11,1898.72,0,-100,-875,25.13,8844.98,106139.73,146.78
a3i1p0s0t4,3,1,0,0,4,VA,2021,26,Chesterfield County,2301.26,1098.45,1683.97,576.13,1040.12,669.99,1707.92,0,-100,-875,23.02,8102.84,97234.09,137.5
a3i0p5s0t0,3,0,5,0,0,VA,2021,26,Chesterfield County,2301.26,5065.14,1343.17,576.13,858.25,1014.4,3685.86,0,-100,-875,39.4,13869.21,166430.51,205.17
a3i0p4s1t0,3,0,4,1,0,VA,2021,26,Chesterfield County,2301.26,4595.31,1408.32,576.13,880.44,976.15,3454.47,0,-100,-875,37.55,13217.07,158604.88,194.32
a3i0p4s0t1,3,0,4,0,1,VA,2021,26,Chesterfield County,2301.26,4052.11,1429.87,576.13,900.87,926.02,3148.79,0,-100,-875,35.11,12360.06,148320.66,181.67
a3i0p3s2t0,3,0,3,2,0,VA,2021,26,Chesterfield County,2301.26,4125.49,1473.47,576.13,902.62,937.9,3223.08,0,-100,-875,35.7,12564.94,150779.26,183.7
a3i0p3s1t1,3,0,3,1,1,VA,2021,26,Chesterfield County,2301.26,3582.29,1495.01,576.13,923.06,887.77,2917.4,0,-100,-875,33.26,11707.92,140495.03,175.2
a3i0p3s0t2,3,0,3,0,2,VA,2021,26,Chesterfield County,2301.26,3039.08,1516.56,576.13,943.49,837.65,2611.72,0,-100,-875,30.83,10850.9,130210.81,166.69
a3i0p2s3t0,3,0,2,3,0,VA,2021,26,Chesterfield County,2301.26,3655.66,1538.62,576.13,924.8,899.65,2991.69,0,-100,-875,33.84,11912.8,142953.63,177.23
a3i0p2s2t1,3,0,2,2,1,VA,2021,26,Chesterfield County,2301.26,3112.46,1560.16,576.13,945.24,849.52,2686.01,0,-100,-875,31.41,11055.78,132669.4,168.72
a3i0p2s1t2,3,0,2,1,2,VA,2021,26,Chesterfield County,2301.26,2569.26,1581.71,576.13,965.68,799.4,2380.34,0,-100,-875,28.97,10198.77,122385.18,160.22
a3i0p2s0t3,3,0,2,0,3,VA,2021,26,Chesterfield County,2301.26,2026.06,1603.25,576.13,986.12,749.28,2074.66,0,-100,-875,26.54,9341.75,112100.96,151.71
a3i0p1s4t0,3,0,1,4,0,VA,2021,26,Chesterfield County,2301.26,3185.83,1603.77,576.13,946.98,861.4,2760.3,0,-100,-875,31.99,11260.67,135128,170.76
a3i0p1s3t1,3,0,1,3,1,VA,2021,26,Chesterfield County,2301.26,2642.63,1625.31,576.13,967.42,811.27,2454.63,0,-100,-875,29.56,10403.65,124843.78,162.25
a3i0p1s2t2,3,0,1,2,2,VA,2021,26,Chesterfield County,2301.26,2099.43,1646.85,576.13,987.86,761.15,2148.95,0,-100,-875,27.12,9546.63,114559.55,153.74
a3i0p1s1t3,3,0,1,1,3,VA,2021,26,Chesterfield County,2301.26,1556.23,1668.4,576.13,1008.3,711.03,1864.21,0,-100,-875,24.75,8710.55,104526.63,145.1
a3i0p1s0t4,3,0,1,0,4,VA,2021,26,Chesterfield County,2301.26,1013.03,1689.94,576.13,1028.74,660.91,1673.42,0,-100,-875,22.64,7968.42,95620.99,135.82
a3i0p0s5t0,3,0,0,5,0,VA,2021,26,Chesterfield County,2301.26,2716,1668.91,576.13,969.16,823.15,2528.92,0,-100,-875,30.14,10608.53,127302.37,164.28
a3i0p0s4t1,3,0,0,4,1,VA,2021,26,Chesterfield County,2301.26,2172.8,1690.46,576.13,989.6,773.03,2223.24,0,-100,-875,27.7,9751.51,117018.15,155.78
a3i0p0s3t2,3,0,0,3,2,VA,2021,26,Chesterfield County,2301.26,1629.6,1712,576.13,1010.04,722.9,1917.56,0,-100,-875,25.27,8894.49,106733.92,147.27
a3i0p0s2t3,3,0,0,2,3,VA,2021,26,Chesterfield County,2301.26,1086.4,1733.54,576.13,1030.48,672.78,1720.24,0,-100,-875,23.14,8145.83,97750.01,138.04
a3i0p0s1t4,3,0,0,1,4,VA,2021,26,Chesterfield County,2301.26,543.2,1755.09,576.13,1050.92,622.66,1529.44,0,-100,-875,21.03,7403.7,88844.37,112.31
a3i0p0s0t5,3,0,0,0,5,VA,2021,26,Chesterfield County,2301.26,0,1776.63,567.68,1071.36,571.69,1408.01,0,0,-875,19.38,6821.63,81859.52,102.33
a3i6p0s0t0,3,6,0,0,0,VA,2021,26,Chesterfield County,2301.26,6590.73,1442.05,576.13,944.69,1185.49,4639.29,0,-100,-1041.67,46.98,16537.97,198455.6,262.08
a3i5p1s0t0,3,5,1,0,0,VA,2021,26,Chesterfield County,2301.26,6505.3,1448.02,576.13,933.31,1176.4,4582.41,0,-100,-1041.67,46.54,16381.17,196574.05,259.42
a3i5p0s1t0,3,5,0,1,0,VA,2021,26,Chesterfield County,2301.26,6035.47,1513.17,576.13,955.5,1138.15,4351.02,0,-100,-1041.67,44.68,15729.03,188748.42,248.22
a3i5p0s0t1,3,5,0,0,1,VA,2021,26,Chesterfield County,2301.26,5492.27,1534.71,576.13,975.93,1088.03,4045.34,0,-100,-1041.67,42.25,14872.02,178464.2,233.5
a3i4p2s0t0,3,4,2,0,0,VA,2021,26,Chesterfield County,2301.26,6419.88,1454,576.13,921.93,1167.32,4527.09,0,-100,-1041.67,46.1,16225.94,194711.24,256.75
a3i4p1s1t0,3,4,1,1,0,VA,2021,26,Chesterfield County,2301.26,5950.05,1519.14,576.13,944.11,1129.07,4295.7,0,-100,-1041.67,44.24,15573.8,186885.61,245.55
a3i4p1s0t1,3,4,1,0,1,VA,2021,26,Chesterfield County,2301.26,5406.85,1540.69,576.13,964.55,1078.95,3990.03,0,-100,-1041.67,41.81,14716.78,176601.39,230.83
a3i4p0s2t0,3,4,0,2,0,VA,2021,26,Chesterfield County,2301.26,5480.22,1584.29,576.13,966.3,1090.82,4064.32,0,-100,-1041.67,42.39,14921.67,179059.98,234.35
a3i4p0s1t1,3,4,0,1,1,VA,2021,26,Chesterfield County,2301.26,4937.02,1605.84,576.13,986.73,1040.7,3758.64,0,-100,-1041.67,39.96,14064.65,168775.76,212.83
a3i4p0s0t2,3,4,0,0,2,VA,2021,26,Chesterfield County,2301.26,4393.82,1627.38,576.13,1007.17,990.58,3452.96,0,-100,-1041.67,37.52,13207.63,158491.54,198.57
a3i3p3s0t0,3,3,3,0,0,VA,2021,26,Chesterfield County,2301.26,6334.45,1459.97,576.13,910.55,1158.24,4471.78,0,-100,-1041.67,45.66,16070.7,192848.43,254.09
a3i3p2s1t0,3,3,2,1,0,VA,2021,26,Chesterfield County,2301.26,5864.62,1525.12,576.13,932.73,1119.99,4240.39,0,-100,-1041.67,43.8,15418.57,185022.8,242.89
a3i3p2s0t1,3,3,2,0,1,VA,2021,26,Chesterfield County,2301.26,5321.42,1546.66,576.13,953.17,1069.86,3934.71,0,-100,-1041.67,41.37,14561.55,174738.58,224.17
a3i3p1s2t0,3,3,1,2,0,VA,2021,26,Chesterfield County,2301.26,5394.79,1590.27,576.13,954.91,1081.74,4009,0,-100,-1041.67,41.95,14766.43,177197.17,231.69
a3i3p1s1t1,3,3,1,1,1,VA,2021,26,Chesterfield County,2301.26,4851.59,1611.81,576.13,975.35,1031.61,3703.32,0,-100,-1041.67,39.52,13909.41,166912.95,210.25
a3i3p1s0t2,3,3,1,0,2,VA,2021,26,Chesterfield County,2301.26,4308.39,1633.35,576.13,995.79,981.49,3397.64,0,-100,-1041.67,37.08,13052.39,156628.73,195.99
a3i3p0s3t0,3,3,0,3,0,VA,2021,26,Chesterfield County,2301.26,4924.97,1655.41,576.13,977.1,1043.49,3777.61,0,-100,-1041.67,40.1,14114.3,169371.54,213.66
a3i3p0s2t1,3,3,0,2,1,VA,2021,26,Chesterfield County,2301.26,4381.77,1676.96,576.13,997.54,993.36,3471.93,0,-100,-1041.67,37.66,13257.28,159087.32,199.4
a3i3p0s1t2,3,3,0,1,2,VA,2021,26,Chesterfield County,2301.26,3838.56,1698.5,576.13,1017.97,943.24,3166.26,0,-100,-1041.67,35.23,12400.26,148803.1,186.48
a3i3p0s0t3,3,3,0,0,3,VA,2021,26,Chesterfield County,2301.26,3295.36,1720.04,576.13,1038.41,893.12,2860.58,0,-100,-1041.67,32.79,11543.24,138518.88,177.97
a3i2p4s0t0,3,2,4,0,0,VA,2021,26,Chesterfield County,2301.26,6249.02,1465.94,576.13,899.17,1149.15,4416.46,0,-100,-1041.67,45.21,15915.47,190985.62,251.42
a3i2p3s1t0,3,2,3,1,0,VA,2021,26,Chesterfield County,2301.26,5779.2,1531.09,576.13,921.35,1110.9,4185.07,0,-100,-1041.67,43.36,15263.33,183159.99,240.22
a3i2p3s0t1,3,2,3,0,1,VA,2021,26,Chesterfield County,2301.26,5235.99,1552.64,576.13,941.79,1060.78,3879.39,0,-100,-1041.67,40.93,14406.31,172875.77,218.52
a3i2p2s2t0,3,2,2,2,0,VA,2021,26,Chesterfield County,2301.26,5309.37,1596.24,576.13,943.53,1072.65,3953.68,0,-100,-1041.67,41.51,14611.2,175334.36,226.6
a3i2p2s1t1,3,2,2,1,1,VA,2021,26,Chesterfield County,2301.26,4766.17,1617.78,576.13,963.97,1022.53,3648.01,0,-100,-1041.67,39.07,13754.18,165050.14,207.67
a3i2p2s0t2,3,2,2,0,2,VA,2021,26,Chesterfield County,2301.26,4222.97,1639.33,576.13,984.41,972.41,3342.33,0,-100,-1041.67,36.64,12897.16,154765.92,193.4
a3i2p1s3t0,3,2,1,3,0,VA,2021,26,Chesterfield County,2301.26,4839.54,1661.39,576.13,965.72,1034.4,3722.29,0,-100,-1041.67,39.66,13959.06,167508.73,211.08
a3i2p1s2t1,3,2,1,2,1,VA,2021,26,Chesterfield County,2301.26,4296.34,1682.93,576.13,986.15,984.28,3416.62,0,-100,-1041.67,37.22,13102.04,157224.51,196.81
a3i2p1s1t2,3,2,1,1,2,VA,2021,26,Chesterfield County,2301.26,3753.14,1704.47,576.13,1006.59,934.16,3110.94,0,-100,-1041.67,34.79,12245.02,146940.29,184.94
a3i2p1s0t3,3,2,1,0,3,VA,2021,26,Chesterfield County,2301.26,3209.94,1726.02,576.13,1027.03,884.04,2805.26,0,-100,-1041.67,32.35,11388.01,136656.07,176.43
a3i2p0s4t0,3,2,0,4,0,VA,2021,26,Chesterfield County,2301.26,4369.71,1726.54,576.13,987.9,996.15,3490.91,0,-100,-1041.67,37.8,13306.93,159683.11,200.22
a3i2p0s3t1,3,2,0,3,1,VA,2021,26,Chesterfield County,2301.26,3826.51,1748.08,576.13,1008.34,946.03,3185.23,0,-100,-1041.67,35.37,12449.91,149398.88,186.97
a3i2p0s2t2,3,2,0,2,2,VA,2021,26,Chesterfield County,2301.26,3283.31,1769.62,576.13,1028.77,895.91,2879.55,0,-100,-1041.67,32.93,11592.89,139114.66,178.46
a3i2p0s1t3,3,2,0,1,3,VA,2021,26,Chesterfield County,2301.26,2740.11,1791.17,576.13,1049.21,845.79,2573.87,0,-100,-1041.67,30.5,10735.87,128830.44,169.96
a3i2p0s0t4,3,2,0,0,4,VA,2021,26,Chesterfield County,2301.26,2196.91,1812.71,576.13,1069.65,795.67,2268.19,0,-100,-1041.67,28.06,9878.85,118546.22,161.45
a3i1p5s0t0,3,1,5,0,0,VA,2021,26,Chesterfield County,2301.26,6163.6,1471.92,576.13,887.79,1140.07,4361.14,0,-100,-1041.67,44.77,15760.23,189122.81,248.75
a3i1p4s1t0,3,1,4,1,0,VA,2021,26,Chesterfield County,2301.26,5693.77,1537.07,576.13,909.97,1101.82,4129.75,0,-100,-1041.67,42.92,15108.1,181297.18,237.55
a3i1p4s0t1,3,1,4,0,1,VA,2021,26,Chesterfield County,2301.26,5150.57,1558.61,576.13,930.41,1051.7,3824.08,0,-100,-1041.67,40.49,14251.08,171012.96,215.94
a3i1p3s2t0,3,1,3,2,0,VA,2021,26,Chesterfield County,2301.26,5223.94,1602.21,576.13,932.15,1063.57,3898.37,0,-100,-1041.67,41.07,14455.96,173471.55,219.35
a3i1p3s1t1,3,1,3,1,1,VA,2021,26,Chesterfield County,2301.26,4680.74,1623.76,576.13,952.59,1013.45,3592.69,0,-100,-1041.67,38.63,13598.94,163187.33,205.08
a3i1p3s0t2,3,1,3,0,2,VA,2021,26,Chesterfield County,2301.26,4137.54,1645.3,576.13,973.03,963.33,3287.01,0,-100,-1041.67,36.2,12741.93,152903.11,190.82
a3i1p2s3t0,3,1,2,3,0,VA,2021,26,Chesterfield County,2301.26,4754.11,1667.36,576.13,954.33,1025.32,3666.98,0,-100,-1041.67,39.22,13803.83,165645.93,208.49
a3i1p2s2t1,3,1,2,2,1,VA,2021,26,Chesterfield County,2301.26,4210.91,1688.91,576.13,974.77,975.2,3361.3,0,-100,-1041.67,36.78,12946.81,155361.7,194.23
a3i1p2s1t2,3,1,2,1,2,VA,2021,26,Chesterfield County,2301.26,3667.71,1710.45,576.13,995.21,925.08,3055.62,0,-100,-1041.67,34.35,12089.79,145077.48,183.39
a3i1p2s0t3,3,1,2,0,3,VA,2021,26,Chesterfield County,2301.26,3124.51,1731.99,576.13,1015.65,874.95,2749.94,0,-100,-1041.67,31.91,11232.77,134793.26,174.89
a3i1p1s4t0,3,1,1,4,0,VA,2021,26,Chesterfield County,2301.26,4284.29,1732.51,576.13,976.52,987.07,3435.59,0,-100,-1041.67,37.36,13151.69,157820.3,197.64
a3i1p1s3t1,3,1,1,3,1,VA,2021,26,Chesterfield County,2301.26,3741.09,1754.05,576.13,996.95,936.95,3129.91,0,-100,-1041.67,34.93,12294.67,147536.07,185.43
a3i1p1s2t2,3,1,1,2,2,VA,2021,26,Chesterfield County,2301.26,3197.88,1775.6,576.13,1017.39,886.83,2824.23,0,-100,-1041.67,32.49,11437.65,137251.85,176.92
a3i1p1s1t3,3,1,1,1,3,VA,2021,26,Chesterfield County,2301.26,2654.68,1797.14,576.13,1037.83,836.7,2518.56,0,-100,-1041.67,30.06,10580.64,126967.63,168.42
a3i1p1s0t4,3,1,1,0,4,VA,2021,26,Chesterfield County,2301.26,2111.48,1818.68,576.13,1058.27,786.58,2212.88,0,-100,-1041.67,27.62,9723.62,116683.41,159.91
a3i1p0s5t0,3,1,0,5,0,VA,2021,26,Chesterfield County,2301.26,3814.46,1797.66,576.13,998.7,948.82,3204.2,0,-100,-1041.67,35.51,12499.56,149994.67,187.46
a3i1p0s4t1,3,1,0,4,1,VA,2021,26,Chesterfield County,2301.26,3271.26,1819.2,576.13,1019.14,898.7,2898.52,0,-100,-1041.67,33.08,11642.54,139710.45,178.96
a3i1p0s3t2,3,1,0,3,2,VA,2021,26,Chesterfield County,2301.26,2728.06,1840.74,576.13,1039.58,848.58,2592.85,0,-100,-1041.67,30.64,10785.52,129426.22,170.45
a3i1p0s2t3,3,1,0,2,3,VA,2021,26,Chesterfield County,2301.26,2184.86,1862.29,576.13,1060.01,798.45,2287.17,0,-100,-1041.67,28.21,9928.5,119142,161.94
a3i1p0s1t4,3,1,0,1,4,VA,2021,26,Chesterfield County,2301.26,1641.66,1883.83,576.13,1080.45,748.33,1981.49,0,-100,-1041.67,25.77,9071.48,108857.78,153.44
a3i1p0s0t5,3,1,0,0,5,VA,2021,26,Chesterfield County,2301.26,1098.45,1905.37,576.13,1100.89,698.21,1760.45,0,-100,-1041.67,23.58,8299.1,99589.16,144.36
a3i0p6s0t0,3,0,6,0,0,VA,2021,26,Chesterfield County,2301.26,6078.17,1477.89,576.13,876.41,1130.99,4305.83,0,-100,-1041.67,44.33,15605,187260,246.09
a3i0p5s1t0,3,0,5,1,0,VA,2021,26,Chesterfield County,2301.26,5608.34,1543.04,576.13,898.59,1092.74,4074.44,0,-100,-1041.67,42.48,14952.86,179434.37,234.89
a3i0p5s0t1,3,0,5,0,1,VA,2021,26,Chesterfield County,2301.26,5065.14,1564.58,576.13,919.03,1042.61,3768.76,0,-100,-1041.67,40.05,14095.85,169150.15,213.35
a3i0p4s2t0,3,0,4,2,0,VA,2021,26,Chesterfield County,2301.26,5138.51,1608.19,576.13,920.77,1054.49,3843.05,0,-100,-1041.67,40.63,14300.73,171608.75,216.76
a3i0p4s1t1,3,0,4,1,1,VA,2021,26,Chesterfield County,2301.26,4595.31,1629.73,576.13,941.21,1004.36,3537.37,0,-100,-1041.67,38.19,13443.71,161324.52,202.5
a3i0p4s0t2,3,0,4,0,2,VA,2021,26,Chesterfield County,2301.26,4052.11,1651.27,576.13,961.65,954.24,3231.69,0,-100,-1041.67,35.76,12586.69,151040.3,188.33
a3i0p3s3t0,3,0,3,3,0,VA,2021,26,Chesterfield County,2301.26,4668.69,1673.34,576.13,942.95,1016.24,3611.66,0,-100,-1041.67,38.77,13648.59,163783.12,205.91
a3i0p3s2t1,3,0,3,2,1,VA,2021,26,Chesterfield County,2301.26,4125.49,1694.88,576.13,963.39,966.11,3305.98,0,-100,-1041.67,36.34,12791.57,153498.89,191.65
a3i0p3s1t2,3,0,3,1,2,VA,2021,26,Chesterfield County,2301.26,3582.29,1716.42,576.13,983.83,915.99,3000.31,0,-100,-1041.67,33.91,11934.56,143214.67,181.85
a3i0p3s0t3,3,0,3,0,3,VA,2021,26,Chesterfield County,2301.26,3039.08,1737.97,576.13,1004.27,865.87,2694.63,0,-100,-1041.67,31.47,11077.54,132930.45,173.35
a3i0p2s4t0,3,0,2,4,0,VA,2021,26,Chesterfield County,2301.26,4198.86,1738.48,576.13,965.13,977.99,3380.27,0,-100,-1041.67,36.92,12996.46,155957.49,195.06
a3i0p2s3t1,3,0,2,3,1,VA,2021,26,Chesterfield County,2301.26,3655.66,1760.03,576.13,985.57,927.86,3074.59,0,-100,-1041.67,34.49,12139.44,145673.27,183.89
a3i0p2s2t2,3,0,2,2,2,VA,2021,26,Chesterfield County,2301.26,3112.46,1781.57,576.13,1006.01,877.74,2768.92,0,-100,-1041.67,32.05,11282.42,135389.04,175.38
a3i0p2s1t3,3,0,2,1,3,VA,2021,26,Chesterfield County,2301.26,2569.26,1803.11,576.13,1026.45,827.62,2463.24,0,-100,-1041.67,29.62,10425.4,125104.82,166.87
a3i0p2s0t4,3,0,2,0,4,VA,2021,26,Chesterfield County,2301.26,2026.06,1824.66,576.13,1046.89,777.5,2157.56,0,-100,-1041.67,27.18,9568.38,114820.6,158.37
a3i0p1s5t0,3,0,1,5,0,VA,2021,26,Chesterfield County,2301.26,3729.03,1803.63,576.13,987.32,939.74,3148.88,0,-100,-1041.67,35.07,12344.32,148131.86,185.92
a3i0p1s4t1,3,0,1,4,1,VA,2021,26,Chesterfield County,2301.26,3185.83,1825.17,576.13,1007.76,889.61,2843.21,0,-100,-1041.67,32.63,11487.3,137847.64,177.41
a3i0p1s3t2,3,0,1,3,2,VA,2021,26,Chesterfield County,2301.26,2642.63,1846.72,576.13,1028.19,839.49,2537.53,0,-100,-1041.67,30.2,10630.28,127563.41,168.91
a3i0p1s2t3,3,0,1,2,3,VA,2021,26,Chesterfield County,2301.26,2099.43,1868.26,576.13,1048.63,789.37,2231.85,0,-100,-1041.67,27.77,9773.27,117279.19,160.4
a3i0p1s1t4,3,0,1,1,4,VA,2021,26,Chesterfield County,2301.26,1556.23,1889.81,576.13,1069.07,739.25,1926.17,0,-100,-1041.67,25.33,8916.25,106994.97,151.9
a3i0p1s0t5,3,0,1,0,5,VA,2021,26,Chesterfield County,2301.26,1013.03,1911.35,576.13,1089.51,689.13,1725.94,0,-100,-1041.67,23.2,8164.67,97976.06,142.68
a3i0p0s6t0,3,0,0,6,0,VA,2021,26,Chesterfield County,2301.26,3259.21,1868.78,576.13,1009.5,901.49,2917.5,0,-100,-1041.67,33.22,11692.19,140306.23,179.45
a3i0p0s5t1,3,0,0,5,1,VA,2021,26,Chesterfield County,2301.26,2716,1890.32,576.13,1029.94,851.37,2611.82,0,-100,-1041.67,30.78,10835.17,130022.01,170.94
a3i0p0s4t2,3,0,0,4,2,VA,2021,26,Chesterfield County,2301.26,2172.8,1911.87,576.13,1050.38,801.24,2306.14,0,-100,-1041.67,28.35,9978.15,119737.79,162.44
a3i0p0s3t3,3,0,0,3,3,VA,2021,26,Chesterfield County,2301.26,1629.6,1933.41,576.13,1070.81,751.12,2000.46,0,-100,-1041.67,25.91,9121.13,109453.56,153.93
a3i0p0s2t4,3,0,0,2,4,VA,2021,26,Chesterfield County,2301.26,1086.4,1954.95,576.13,1091.25,701,1772.76,0,-100,-1041.67,23.7,8342.09,100105.09,144.9
a3i0p0s1t5,3,0,0,1,5,VA,2021,26,Chesterfield County,2301.26,543.2,1976.5,576.13,1111.69,650.88,1581.97,0,-100,-1041.67,21.59,7599.95,91199.45,135.62
a3i0p0s0t6,3,0,0,0,6,VA,2021,26,Chesterfield County,2301.26,0,1998.04,567.68,1132.13,599.91,1460.53,0,0,-1041.67,19.94,7017.88,84214.6,108.27
a3c7,3,7,,,,VA,2021,26,Chesterfield County,2601.42,3942.11,1951.55,576.13,1051.1,1012.23,3499.71,0,-100,-1208.33,37.86,13325.91,159910.96,204.95
a3c8,3,8,,,,VA,2021,26,Chesterfield County,2601.42,4505.27,2134.69,576.13,1091.61,1090.91,3889.72,0,-100,-1375,40.95,14414.76,172977.1,234.75
a3c9,3,9,,,,VA,2021,26,Chesterfield County,2901.59,5068.43,2317.83,576.13,1132.13,1199.61,4463.3,0,-100,-1541.67,45.5,16017.34,192208.13,266.82
a3c10,3,10,,,,VA,2021,26,Chesterfield County,2901.59,5631.59,2500.97,576.13,1172.64,1278.29,4873.09,0,-100,-1708.33,48.65,17125.96,205511.47,290.07
a4c0,4,0,,,,VA,2021,26,Chesterfield County,1265.53,0,991.98,567.68,841.09,366.63,897.57,0,0,-83.33,13.77,4847.15,58165.84,62.79
a4c1,4,1,,,,VA,2021,26,Chesterfield County,1673.58,563.16,1135.7,576.13,881.6,483.02,1248.1,0,-50,-250,17.79,6261.28,75135.36,83.35
a4c2,4,2,,,,VA,2021,26,Chesterfield County,1673.58,1126.32,1329.01,576.13,922.12,562.72,1460.09,0,-100,-416.67,20.27,7133.29,85599.53,98.05
a4c3,4,3,,,,VA,2021,26,Chesterfield County,2001.09,1689.48,1442.2,576.13,962.64,667.15,1800.23,0,-100,-583.33,24.02,8455.58,101466.94,134.17
a4c4,4,4,,,,VA,2021,26,Chesterfield County,2001.09,2252.63,1625.34,576.13,1003.15,745.83,2129.83,0,-100,-750,26.94,9484.01,113808.16,149.79
a4c5,4,5,,,,VA,2021,26,Chesterfield County,2301.26,2815.79,1808.47,576.13,1043.67,854.53,2703.41,0,-100,-916.67,31.5,11086.6,133039.19,170.1
a4c6,4,6,,,,VA,2021,26,Chesterfield County,2301.26,3378.95,1991.61,576.13,1084.18,933.21,3093.43,0,-100,-1083.33,34.59,12175.44,146105.33,185.32
