,PID,Prop Type,Status,Area,Address,Subdivision,Type,# Bedrooms,Total Baths,# Rooms,Fin SF,List Price,Sales Price,Days On Market,Sales Date,Zip,MLS
1804939,7.90671E+14,Single Family,CLOSD,52,9206 Carswell ST,Oak Dale,Detached,3,2,6,"1,567","$266,265 ","$266,265 ",1,8/24/2018,23237,CVR
2210774,787-67-01-36-800-000,Single Family,CLOSD,52,8841 Firethorne Ln,Squarefield Park,Detached,3,2,6,"1,192","$266,500 ","$265,000 ",15,6/27/2022,23237,CVR
1809739,7.9067E+14,Single Family,CLOSD,52,9212 Clovis ST,Oak Dale,Detached,3,2.1,7,"1,801","$266,770 ","$259,475 ",86,12/6/2018,23237,CVR
2204769,793-66-68-11-700-000,Single Family,CLOSD,52,10100 Brightwood AVE,Central Park,Detached,3,2,6,"1,800","$268,000 ","$270,000 ",71,6/7/2022,23237,CVR
2010962,795-65-97-62-000-000,Single Family,CLOSD,52,2800 Wilton CT,Fan Court,Detached,3,2,6,"1,734","$268,500 ","$268,500 ",70,9/8/2020,23831,CVR
2204287,794-66-11-97-500-000,Single Family,CLOSD,52,10905 Rufford RD,Cameron Run,Detached,4,2,6,"1,404","$269,000 ","$285,000 ",6,5/20/2022,23831,CVR
2007996,795-660-61-35-00000,Single Family,CLOSD,52,11433 Surry RD,Fan Court,Detached,4,2.1,9,"2,608","$269,000 ","$268,700 ",47,7/9/2020,23831,CVR
1713708,788-66-08-05-500-000,Single Family,CLOSD,52,11006 Old Cheshire LN,Hamlins Reach,Detached,4,2.1,7,"2,690","$269,000 ","$273,000 ",16,6/29/2017,23831,CVR
1700137,793-65-94-70-900-000,Single Family,CLOSD,52,3300 Wood Dale RD,Trueheart Heights,Detached,5,3,11,"4,000","$269,000 ","$262,000 ",167,7/31/2017,23831,CVR
1633663,7906 691 693 00000,Single Family,CLOSD,52,3107 Margo LN,Oak Dale,Detached,3,2.1,8,"1,953","$269,305 ","$267,010 ",15,2/24/2017,23237,CVR
2216851,795-65-82-39-000-000,Single Family,CLOSD,52,11632 Elmwood LN,Shields E C Property,Detached,3,2,7,"1,456","$269,500 ","$280,000 ",11,7/21/2022,23831,CVR
1726672,790-66-41-21-800-000,Single Family,CLOSD,52,9901 Williams Mill RD,Brooks Chapel,Detached,4,2.1,6,"2,458","$269,500 ","$273,500 ",49,9/8/2017,23831,CVR
2213693,791-65-99-98-300-000,Single Family,CLOSD,52,3552 Castlebury DR,Cameron Run,Detached,3,1.1,5,"1,100","$269,900 ","$270,000 ",10,7/7/2022,23831,CVR
2036970,792-66-24-42-100-000,Single Family,CLOSD,52,10913 Drayton RD,Chipchase At Mineola,Detached,3,2,6,"1,610","$269,900 ","$272,400 ",2,2/4/2021,23831,CVR
1914955,796-65-91-54-800-000,Single Family,CLOSD,52,11624 Hillside RD,Holly Trail,Detached,3,2,5,"1,580","$269,900 ","$260,000 ",15,6/21/2019,23831,CVR
1724920,790-66-28-08-500-000,Single Family,CLOSD,52,10019 Ethens Castle DR,Brooks Chapel,Detached,3,2.1,9,"2,688","$269,900 ","$267,000 ",45,10/6/2017,23831,CVR
1616064,793-66-16-57-500-000,Single Family,CLOSD,52,10931 Stepney RD,Shady Springs,Detached,4,3,10,"2,625","$269,900 ","$263,000 ",49,8/10/2016,23831,CVR
2212039,795-65-99-25-600-000,Single Family,CLOSD,52,11609 Wilton DR,Fan Court,Detached,2,2,5,"1,300","$269,950 ","$275,000 ",3,6/21/2022,23831,CVR
2100720,7.95658E+14,Single Family,CLOSD,52,3031 Warfield Estates PL,Warfield Estates,Detached,3,2.1,6,"1,649","$269,950 ","$274,700 ",6,7/21/2021,23831,CVR
2036060,795-65-79-58-500-000,Single Family,CLOSD,52,3000 Warfield Estates TER,Warfield Estates,Detached,3,2.1,7,"1,842","$269,950 ","$279,000 ",5,1/6/2021,23831,CVR
2021061,788-66-26-35-700-000,Single Family,CLOSD,52,10460 Shumark DR,Glen Oaks,Detached,3,2.1,5,"1,790","$269,950 ","$277,000 ",4,9/24/2020,23831,CVR
2009303,790-66-27-16-600-000,Single Family,CLOSD,52,10806 Tuscola DR,Mineola Heights,Detached,4,2.1,6,"2,206","$269,950 ","$269,950 ",2,4/24/2020,23831,CVR
1914930,790-66-42-63-400-000,Single Family,CLOSD,52,3518 Midhurst DR,Brooks Chapel,Detached,5,2.1,9,"2,346","$269,950 ","$270,000 ",85,8/30/2019,23831,CVR
1225501,796-660-43-03-00000,Single Family,CLOSD,52,11605 Hillside RD,Holly Trail,Detached,4,3,6,"2,822","$269,950 ","$269,950 ",60,1/31/2013,23831,CVR
2204530,795-66-09-44-400-000,Single Family,CLOSD,52,11425 Canterbury RD,Fan Court,Detached,4,2.1,8,"2,187","$270,000 ","$264,000 ",3,5/13/2022,23831,CVR
2135728,790-66-15-36-800-000,Single Family,CLOSD,52,3701 Yantis CT,Mineola,Detached,3,2.1,6,"1,436","$270,000 ","$270,000 ",14,1/18/2022,23831,CVR
2122205,788-66-26-49-400-000,Single Family,CLOSD,52,10323 Hamlin DR,Glen Oaks,Detached,4,2.1,7,"1,778","$270,000 ","$300,000 ",5,9/10/2021,23831,CVR
2117865,789-65-99-75-100-000,Single Family,CLOSD,52,3826 Castlebury DR,Castlebury Hills,Detached,3,2,8,"1,680","$270,000 ","$255,000 ",9,7/29/2021,23831,CVR
2116579,789-66-06-12-100-000,Single Family,CLOSD,52,3901 Paces Ferry RD,Ascot Pointe,Detached,3,2,7,"1,922","$270,000 ","$281,000 ",4,7/9/2021,23831,CVR
2112973,793-65-97-57-800-000,Single Family,CLOSD,52,3219 Ludgate RD,Summit Point,Detached,3,2,6,"1,788","$270,000 ","$265,124 ",31,7/16/2021,23831,CVR
2009423,790-66-34-72-500-000,Single Family,CLOSD,52,9954 Ethens Castle DR,Brooks Chapel,Detached,3,2.1,8,"2,142","$270,000 ","$270,000 ",7,5/26/2020,23831,CVR
1927534,790-66-31-00-100-000,Single Family,CLOSD,52,10712 Ethens Mill RD,Brooks Chapel,Detached,3,2.1,8,"2,112","$270,000 ","$265,000 ",71,12/16/2019,23831,CVR
1900461,795-65-90-08-500-000,Single Family,CLOSD,52,11516 Elmwood LN,Fan Court,Detached,4,3.1,9,"3,001","$270,000 ","$238,000 ",34,4/4/2019,23831,CVR
2128168,796-66-44-73-700-000,Single Family,CLOSD,52,10504 Ramona AVE,Belmeade,Detached,3,2.1,6,"1,440","$270,660 ","$275,000 ",69,12/30/2021,23237,CVR
1709032,7896 698 805 00000,Single Family,CLOSD,52,9337 Margo CT,Oak Dale,Detached,4,2.1,9,"1,948","$271,310 ","$271,310 ",0,8/28/2017,23237,CVR
1328990,7.90663E+14,Single Family,CLOSD,52,10619 Ethens Point CT,Brooks Chapel,Detached,4,2.1,9,"2,425","$271,745 ","$271,745 ",245,8/27/2014,23831,CVR
1706627,7896 698 970 00000,Single Family,CLOSD,52,9325 Margo CT,Oak Dale,Detached,4,2.1,9,"2,539","$272,850 ","$272,850 ",0,7/14/2017,23237,CVR
1705675,7906 690 671 00000,Single Family,CLOSD,52,9324 S Carswell ST,Oak Dale,Detached,4,2.1,8,"2,225","$272,990 ","$272,990 ",28,7/25/2017,23237,CVR
1703795,7906 690 488 00000,Single Family,CLOSD,52,9307 Margo CT,Oak Dale,Detached,3,2.1,7,"1,801","$273,815 ","$261,945 ",66,9/1/2017,23237,CVR
1807032,789-66-50-83-800-000,Single Family,CLOSD,52,3818 Hamlin Creek,None,Detached,5,3,10,"2,285","$273,950 ","$250,000 ",17,4/13/2018,23831,CVR
1903131,794-65-87-49-200-000,Single Family,CLOSD,52,11700 Cliff Lawn DR,Clifflawn,Detached,4,2.1,8,"2,039","$273,980 ","$269,500 ",172,8/23/2019,23831,CVR
2128175,796-66-45-03-200-000,Single Family,CLOSD,52,10508 Ramona AVE,Belmeade,Detached,3,2.1,6,"1,440","$274,470 ","$274,470 ",3,1/11/2022,23237,CVR
2029836,789-68-61-60-200-000,Single Family,CLOSD,52,6040 Gainford RD,Falling Creek Hills,Detached,4,2.1,10,"1,836","$274,500 ","$274,500 ",11,11/2/2020,23234,CVR
2134629,793-66-21-37-600-000,Single Family,CLOSD,52,10709 Surry RD,Mineola,Detached,3,2,6,"1,364","$274,900 ","$290,000 ",6,12/23/2021,23831,CVR
2134020,792-66-27-71-400-000,Single Family,CLOSD,52,10905 Crofton CT,Chipchase At Mineola,Detached,3,2,6,"1,414","$274,900 ","$280,000 ",5,12/16/2021,23831,CVR
2003893,792-66-23-03-500-000,Single Family,CLOSD,52,10910 Drayton RD,Chipchase At Mineola,Detached,4,3,7,"1,972","$274,900 ","$265,000 ",9,4/20/2020,23831,CBRAR
1309578,793-658-41-64-00000,Single Family,CLOSD,52,11650 Holly Hill RD,Holly Hills,Detached,4,2.1,10,"2,784","$274,900 ","$274,900 ",15,6/14/2013,23831,CVR
2201806,792-66-17-88-200-000,Single Family,CLOSD,52,10924 Crofton RD,Chipchase At Mineola,Detached,3,2.1,8,"1,528","$274,950 ","$305,000 ",8,3/2/2022,23831,CVR
2121379,795-65-86-49-400-000,Single Family,CLOSD,52,2809 Wilton CT,Fan Court,Detached,3,2,7,"1,670","$274,950 ","$275,000 ",9,9/10/2021,23831,CVR
2101210,7.95658E+14,Single Family,CLOSD,52,3025 Warfield Estates PL,Warfield Estates,Detached,3,2.1,6,"1,649","$274,950 ","$295,000 ",5,7/19/2021,23831,CVR
2034947,794-65-66-10-200-000,Single Family,CLOSD,52,3221 W Grove AVE,Pleasant Dale,Detached,3,2,9,"2,404","$274,950 ","$265,000 ",50,2/5/2021,23831,CVR
2000144,795-65-76-09-600-000,Single Family,CLOSD,52,2924 Perdue AVE,Goynes,Detached,4,2.1,6,"1,800","$274,950 ","$275,000 ",48,3/19/2020,23831,CVR
1920813,789-66-95-32-200-000,Single Family,CLOSD,52,3328 Kingsdale RD,Kingsland Woods,Detached,4,2.1,8,"2,200","$274,990 ","$274,990 ",40,8/30/2019,23237,CVR
2209176,792-66-23-85-700-000,Single Family,CLOSD,52,10815 Surry CIR,Carrisbrook At Mineola,Detached,3,2.1,7,"1,505","$275,000 ","$295,000 ",3,5/27/2022,23831,CVR
2122402,789-66-00-85-300-000,Single Family,CLOSD,52,3908 Kingstream Layne,Ascot Forest,Detached,3,2.1,8,"2,203","$275,000 ","$285,000 ",5,8/27/2021,23831,CVR
2120328,792-67-74-51-800-000,Single Family,CLOSD,52,2522 MYRON AVE,Bellwood Addition,Detached,3,2.1,6,"1,550","$275,000 ","$270,000 ",2,11/4/2021,23237,CVR
2115822,788-66-27-12-400-000,Single Family,CLOSD,52,10400 Glen Oaks DR,Glen Oaks,Detached,3,2.1,7,"1,850","$275,000 ","$290,000 ",2,7/15/2021,23831,CVR
2023562,792-65-87-11-900-000,Single Family,CLOSD,52,11609 Boyd RD,Thompson Estates,Detached,4,2.1,9,"2,732","$275,000 ","$262,000 ",35,10/22/2020,23831,CVR
1903243,796-66-00-90-000-000,Single Family,CLOSD,52,11604 Hillside RD,Holly Trail,Detached,4,2,7,"1,903","$275,000 ","$270,000 ",4,2/27/2019,23831,CVR
1823940,788-66-27-30-400-000,Single Family,CLOSD,52,10413 Glen Oaks DR,Glen Oaks,Detached,3,3,8,"2,324","$275,000 ","$267,000 ",10,9/7/2018,23831,CVR
1427512,7.90664E+14,Single Family,CLOSD,52,9961 Ethens Castle DR,Brooks Chapel,Detached,4,2.1,9,"2,384","$275,315 ","$283,030 ",0,3/11/2015,23831,CVR
1427773,7.90663E+14,Single Family,CLOSD,52,10006 Ethens Castle DR,Brooks Chapel,Detached,4,2.1,8,"2,229","$275,710 ","$275,710 ",63,3/26/2015,23832,CVR
2125096,796-66-44-64-100-000,Single Family,CLOSD,52,10502 Ramona AVE,Belmeade,Detached,3,2.1,6,"1,440","$275,720 ","$272,860 ",98,3/10/2022,23237,CVR
1833499,7.90671E+14,Single Family,CLOSD,52,9201 Clovis ST,Oak Dale,Detached,3,2.1,7,"1,801","$275,910 ","$245,990 ",39,12/14/2018,23237,CVR
1507053,789-663-91-53-00000,Single Family,CLOSD,52,3648 Ethens Point LN,Brooks Chapel,Detached,3,2.1,9,"2,142","$276,990 ","$277,990 ",29,6/5/2015,23831,CVR
2112056,786-67-63-21-100-000,Condo/Town,CLOSD,52,3201 Argent LN,Silverleaf,Townhouse,3,2.1,6,"1,634","$277,000 ","$278,000 ",4,7/2/2021,23237,CVR
1836368,7.9067E+14,Single Family,CLOSD,52,9206 Clovis ST,Oak Dale,Detached,4,2.1,9,"2,192","$277,780 ","$277,780 ",0,1/3/2019,23237,CVR
2202131,791-66-24-63-600-000,Single Family,CLOSD,52,10917 Timonium DR,Mineola,Detached,3,2,6,"1,548","$278,000 ","$288,000 ",7,3/25/2022,23831,CVR
2115640,794-65-75-58-900-000,Single Family,CLOSD,52,11809 Holly Hill RD,Holly Hills,Detached,3,2,7,"2,160","$278,000 ","$306,000 ",6,7/14/2021,23831,CVR
1625672,790-66-33-50-400-000,Single Family,CLOSD,52,3513 Ethens Point LN,Brooks Chapel,Detached,4,4,7,"2,415","$279,000 ","$277,000 ",45,10/28/2016,23831,CVR
2218272,790-65-90-68-600-000,Single Family,CLOSD,52,3824 Randall DR,Castlebury Hills,Detached,3,2,6,"1,680","$279,500 ","$285,000 ",5,9/1/2022,23831,CVR
2133007,788-66-13-70-500-000,Single Family,CLOSD,52,10903 Old Cheshire CT,Cheshire,Detached,4,2,6,"1,404","$279,900 ","$295,717 ",6,12/30/2021,23831,CVR
2125995,788-68-42-87-400-000,Single Family,CLOSD,52,2950 Parkdale RD,Falling Creek Hills,Detached,3,1.1,7,"1,469","$279,900 ","$275,000 ",11,12/1/2021,23234,CVR
2034022,788-65-97-35-500-000,Single Family,CLOSD,52,4107 Heathstead CT,Ascot Pointe,Detached,3,2.1,6,"2,021","$279,900 ","$295,000 ",6,12/29/2020,23831,CVR
1905779,796-65-94-19-000-000,Single Family,CLOSD,52,11609 Hillside RD,Holly Trail,Detached,3,2,7,"1,927","$279,900 ","$275,000 ",18,4/18/2019,23831,CVR
1818632,795-65-75-59-000-000,Single Family,CLOSD,52,2930 Perdue AVE,Goynes,Detached,4,2.1,7,"1,946","$279,900 ","$275,000 ",46,7/13/2018,23831,CVR
1729304,792-65-79-59-500-000,Single Family,CLOSD,52,11708 Dewberry LN,Thompson Estates,Detached,4,2.1,9,"2,982","$279,900 ","$276,000 ",63,11/13/2017,23831,CVR
1628257,789-66-44-58-000-000,Single Family,CLOSD,52,3706 Hamlin Creek PKY,Brooks Chapel,Detached,5,3.1,9,"2,367","$279,900 ","$268,000 ",55,12/14/2016,23831,CVR
2129802,788-66-32-47-800-000,Single Family,CLOSD,52,3918 Hilltop Farms TER,Hilltop Farms,Detached,3,2.1,6,"1,702","$279,950 ","$279,950 ",3,11/5/2021,23831,CVR
2126280,788-66-43-66-500-000,Single Family,CLOSD,52,3912 Farm Field DR,Hilltop Farms,Detached,4,2,6,"1,330","$279,950 ","$279,950 ",7,9/29/2021,23831,CVR
2125712,792-66-57-35-700-000,Single Family,CLOSD,52,10102 S General BLVD,Central Park,Detached,4,2.1,6,"1,740","$279,950 ","$282,000 ",2,10/18/2021,23237,CVR
2032657,789-66-14-83-600-000,Single Family,CLOSD,52,10818 Erin Green CT,Erin Green,Detached,3,2.1,7,"2,221","$279,950 ","$275,000 ",2,11/10/2020,23831,CVR
2109872,788-66-43-97-900-000,Single Family,CLOSD,52,3919 Hamlin Creek CT,Hamlin Estates,Detached,4,2.1,7,"2,068","$279,990 ","$300,000 ",6,6/14/2021,23831,CVR
2111424,786-67-61-51-500-000,Condo/Town,CLOSD,52,3225 Argent LN,Silverleaf,Townhouse,3,2.1,6,"1,634","$280,000 ","$280,000 ",11,6/22/2021,23237,CVR
2106855,794-65-71-01-400-000,Single Family,CLOSD,52,11824 Boyd RD,Chester Heights,Detached,4,3,8,"2,793","$280,000 ","$280,000 ",17,5/17/2021,23831,CVR
1740946,795-66-17-83-200-000,Single Family,CLOSD,52,11301 Canterbury RD,Fan Court,Detached,4,3,9,"2,716","$280,000 ","$284,000 ",82,3/19/2018,23831,CVR
1734196,793-65-77-30-100-000,Single Family,CLOSD,52,3331 Grove AVE,Chester Heights,Detached,3,3,7,"1,868","$280,000 ","$256,500 ",26,11/20/2017,23831,CVR
1634966,7896 699 659 00000,Single Family,CLOSD,52,9400 S Carswell ST,Oak Dale,Detached,4,2.1,8,"2,385","$280,630 ","$280,630 ",65,5/1/2017,23237,CVR
1426605,7.90664E+14,Single Family,CLOSD,52,10007 Ethen's Castle DR,Brooks Chapel,Detached,4,2.1,9,"2,265","$280,990 ","$291,440 ",0,7/20/2015,23831,CVR
1635520,7896 698 231 00000,Single Family,CLOSD,52,9424 S Carswell ST,Oak Dale,Detached,4,2.1,8,"2,385","$282,070 ","$282,070 ",0,3/3/2017,23237,CVR
2037363,7.86675E+14,Condo/Town,CLOSD,52,7845 Vermeil ST Unit#IA-B,Silverleaf,Townhouse,3,2.1,7,"1,943","$282,180 ","$282,180 ",0,10/8/2021,23237,CVR
1723495,7906 690 796 00000,Single Family,CLOSD,52,9301 Margo CT,Oak Dale,Detached,4,2.1,8,"2,385","$282,895 ","$282,895 ",0,12/8/2017,23237,CVR
1816258,7.90671E+14,Single Family,CLOSD,52,9136 Carswell ST,Oak Dale,Detached,3,2.1,8,"2,113","$283,960 ","$283,960 ",0,10/23/2018,23237,CVR
1705879,7896 698 846 00000,Single Family,CLOSD,52,9412 S Carswell CT,Oak Dale,Detached,3,2.1,8,"2,193","$283,980 ","$283,980 ",14,10/18/2017,23237,CVR
2102491,789-66-11-56-000-000,Single Family,CLOSD,52,3901 Hamlin TER,Hamlin Estates,Detached,4,2.1,7,"2,260","$284,000 ","$305,000 ",4,3/10/2021,23831,CVR
1838804,790-66-25-58-600-000,Single Family,CLOSD,52,10012 Ethens Castle DR,Brooks Chapel,Detached,4,2.1,9,"2,424","$284,500 ","$286,500 ",18,12/19/2018,23831,CVR
2003222,795-65-88-32-600-000,Single Family,CLOSD,52,2904 Perdue AVE,Goynes,Detached,4,2.1,6,"1,946","$284,800 ","$280,000 ",118,7/1/2020,23831,CVR
2021487,789-66-14-38-300-000,Single Family,CLOSD,52,10806 Erin Green CT,Erin Green,Detached,4,2.1,7,"2,064","$284,900 ","$283,000 ",3,8/19/2020,23831,CVR
2209581,7.88664E+14,Single Family,CLOSD,52,3900 Hilltop Farms Terrace,Hilltop Farms,Detached,3,2.1,6,"1,470","$285,000 ","$316,500 ",5,5/19/2022,23831,CVR
2208102,794-66-03-25-300-000,Single Family,CLOSD,52,3118 Castlebury DR,Cameron Run,Detached,3,2,6,"1,815","$285,000 ","$286,000 ",7,5/18/2022,23831,CVR
2128425,788-66-44-98-000-000,Single Family,CLOSD,52,3913 Hamlin Creek CT,Hamlin Estates,Detached,4,2.1,8,"1,950","$285,000 ","$307,000 ",2,11/5/2021,23831,CVR
2127841,795-65-77-62-900-000,Single Family,CLOSD,52,3012 Warfield Estates PL,Warfield Estates,Detached,3,2.1,7,"1,736","$285,000 ","$295,000 ",5,10/21/2021,23831,CVR
2115587,788-66-02-95-800-000,Single Family,CLOSD,52,4100 Kings Gate RD,Hamlins Reach,Detached,4,2,6,"1,438","$285,000 ","$285,000 ",8,7/6/2021,23831,CVR
2035380,795-65-78-09-000-000,Single Family,CLOSD,52,3012 Warfield Estates TER,Warfield Estates,Detached,3,2.1,6,"1,736","$285,000 ","$290,000 ",2,12/22/2020,23831,CVR
2034136,793-65-86-18-700-000,Single Family,CLOSD,52,3249 Wood Dale RD,Trueheart Heights,Detached,4,2.2,9,"3,124","$285,000 ","$315,000 ",8,12/23/2020,23831,CVR
1717065,793-65-84-16-400-000,Single Family,CLOSD,52,11650 Holly Hill RD,Holly Hills,Detached,4,2.1,9,"2,784","$285,000 ","$280,000 ",4,6/22/2017,23831,CVR
1624115,794-65-77-21-000-000,Single Family,CLOSD,52,3213 Osborne RD,None,Detached,4,2.1,6,"2,130","$285,000 ","$285,000 ",115,6/2/2017,23831,CVR
1814197,788-66-07-76-500-000,Single Family,CLOSD,52,11004 Old Cheshire LN,Hamlins Reach,Detached,4,2.1,8,"2,325","$285,357 ","$285,357 ",0,6/12/2018,23831,CVR
1218688,7.90664E+14,Single Family,CLOSD,52,9925 Ethens Castle DR,Brooks Chapel,Detached,4,2,10,"2,174","$286,490 ","$287,885 ",376,10/25/2013,23831,CVR
1319355,790-662-29-65-00000,Single Family,CLOSD,52,10736 Ethens Mill RD,Brooks Chapel,Detached,3,3,7,"2,120","$286,775 ","$286,775 ",170,1/17/2014,23831,CVR
2103077,789-66-43-35-200-000,Single Family,CLOSD,52,10006 Brooks Point TER,Brooks Chapel,Detached,4,2.1,7,"2,304","$287,000 ","$310,000 ",5,3/16/2021,23831,CVR
1713273,793-65-84-18-400-000,Single Family,CLOSD,52,3301 Wood Dale RD,Trueheart Heights,Detached,4,3,9,"3,264","$287,000 ","$265,000 ",57,7/24/2017,23831,CVR
1802675,7.90671E+14,Single Family,CLOSD,52,9213 CARSWELL ST,Oak Dale,Detached,3,2.1,8,"2,113","$287,190 ","$287,190 ",0,8/15/2018,23237,CVR
2137349,796-65-80-94-400-000,Single Family,CLOSD,52,11721 Cedar LN,Warfield Estates,Detached,3,2.1,6,"1,504","$287,500 ","$325,000 ",7,1/31/2022,23831,CVR
1803399,7.90671E+14,Single Family,CLOSD,52,9219 Clovis ST,Oak Dale,Detached,3,2.1,8,"2,380","$287,520 ","$287,520 ",0,6/25/2018,23237,CVR
2208079,7.92662E+14,Single Family,CLOSD,52,11001 Belvoir Road,Carrisbrook At Mineola,Detached,3,2.1,7,"1,726","$289,000 ","$300,000 ",6,5/11/2022,23831,CVR
2101298,790-66-04-58-500-000,Single Family,CLOSD,52,3718 Mineola DR,Mineola Heights,Detached,3,2.1,6,"1,857","$289,000 ","$279,000 ",7,3/12/2021,23831,CVR
1300177,790-662-46-76-00000,Single Family,CLOSD,52,10737 Ethens Mill RD,Brooks Chapel,Detached,4,2.1,10,"3,061","$289,020 ","$293,070 ",155,9/13/2013,23831,CVR
1800229,7.90671E+14,Single Family,CLOSD,52,9130 CARSWELL ST,Oak Dale,Detached,4,2.1,9,"2,760","$289,277 ","$289,277 ",64,7/20/2018,23237,CVR
2001826,789-66-23-90-800-000,Single Family,CLOSD,52,10800 Erin Green CT,Erin Green,Detached,4,3,9,"2,312","$289,500 ","$293,000 ",10,3/16/2020,23831,CVR
2135189,794-66-51-78-700-000,Single Family,CLOSD,52,10131 Brightwood AVE,Central Park,Detached,3,2,7,"1,456","$289,900 ","$295,000 ",35,2/25/2022,23237,CVR
2120811,793-66-05-90-300-000,Single Family,CLOSD,52,3206 Ludgate RD,Summit Point,Detached,3,2.1,7,"1,902","$289,900 ","$317,500 ",3,8/13/2021,23831,CVR
2117826,788-66-12-56-200-000,Single Family,CLOSD,52,4106 Hamlin TER,Hamlin Estates,Detached,3,2.1,7,"2,216","$289,900 ","$289,900 ",10,9/3/2021,23831,CVR
1223801,7.90664E+14,Single Family,CLOSD,52,10001 Ethens Castle DR,Brooks Chapel,Detached,4,3,9,"2,555","$289,910 ","$289,910 ",260,6/10/2013,23831,CVR
2216393,792-66-15-44-500-000,Single Family,CLOSD,52,11011 Crofton RD,Chipchase At Mineola,Detached,3,2.1,7,"1,682","$289,950 ","$305,000 ",3,7/25/2022,23831,CVR
2210668,796-65-65-31-000-000,Single Family,CLOSD,52,2949 Mount Clair RD,Dalewood Annex,Detached,3,2.1,5,"1,504","$289,950 ","$289,950 ",14,6/10/2022,23831,CVR
2121771,788-66-28-91-100-000,Single Family,CLOSD,52,10407 Glen Oaks DR,Glen Oaks,Detached,3,2.1,6,"1,728","$289,950 ","$285,000 ",50,11/15/2021,23831,CVR
2118318,793-66-26-10-500-000,Single Family,CLOSD,52,10910 Stepney RD,Shady Springs,Detached,4,2,8,"2,358","$289,950 ","$308,000 ",7,7/28/2021,23831,CVR
2111842,792-65-76-59-600-000,Single Family,CLOSD,52,11701 Malibu ST,Thompson Estates,Detached,3,2,7,"2,146","$289,950 ","$290,000 ",13,6/10/2021,23831,CVR
2020364,792-65-78-53-400-000,Single Family,CLOSD,52,11757 Dewberry LN,None,Detached,4,3.1,11,"2,744","$289,999 ","$285,000 ",13,9/4/2020,23831,CVR
2206200,789-66-41-57-500-000,Single Family,CLOSD,52,10007 Hamlin Creek PL,Brooks Chapel,Detached,4,2.1,7,"1,920","$290,000 ","$290,000 ",4,4/25/2022,23831,CVR
2204381,795-65-89-91-200-000,Single Family,CLOSD,52,11900 Warfield Ridge DR,Warfield Estates,Detached,3,2.1,6,"1,884","$290,000 ","$320,000 ",3,3/29/2022,23831,CVR
2032933,796-65-76-77-800-000,Single Family,CLOSD,52,2900 Warfield Ridge TER,Warfield Estates,Detached,4,2.1,7,"2,162","$290,000 ","$290,000 ",3,11/30/2020,23831,CVR
1721899,7896 698 191 00000,Single Family,CLOSD,52,9312 Margo CT,Oakdale,Detached,5,3.1,10,"2,715","$291,485 ","$291,485 ",31,3/14/2018,23237,CVR
1328985,7.90663E+14,Single Family,CLOSD,52,10607 Ethens Point CT,Brooks Chapel,Detached,3,2.1,9,"2,924","$291,620 ","$290,620 ",245,10/17/2014,23831,CVR
2211925,788-66-03-99-500-000,Single Family,CLOSD,52,10905 Old Cheshire CT,Cheshire,Detached,3,2.1,6,"1,712","$292,500 ","$292,500 ",5,6/10/2022,23831,CVR
1420176,7.89664E+14,Single Family,CLOSD,52,3618 Ethens Point LN,Brooks Chapel,Detached,4,2.1,8,"2,389","$292,610 ","$300,545 ",21,12/19/2014,23836,CVR
2121241,790-66-91-17-700-000,Single Family,CLOSD,52,9318 S Carswell ST,Oak Dale,Detached,3,2.1,6,"1,800","$293,000 ","$305,000 ",2,8/27/2021,23237,CVR
1800861,7.8967E+14,Single Family,CLOSD,52,9336 Margo CT,Oak Dale,Detached,3,2.1,9,"2,539","$293,465 ","$296,465 ",0,7/10/2018,23237,CVR
1834515,791-66-02-71-600-000,Single Family,CLOSD,52,3630 Hemlock RD,Trueheart Heights,Detached,4,2,10,"2,358","$293,630 ","$293,000 ",75,1/31/2019,23831,CVR
1902860,788-66-49-89-600-000,Single Family,CLOSD,52,3807 Hamlin Creek PKY,Brooks Chapel,Detached,5,3.1,8,"2,420","$294,700 ","$294,700 ",5,3/14/2019,23831,CVR
2128642,786-67-51-39-200-000,Condo/Town,CLOSD,52,7825 Old Guild RD,Silverleaf,Townhouse,3,2.1,7,"1,725","$294,950 ","$295,000 ",2,10/29/2021,23237,CVR
1916269,789-66-40-48-900-000,Single Family,CLOSD,52,10000 Hamlin Creek PL,Brooks Chapel,Detached,5,3.1,8,"2,438","$294,950 ","$294,950 ",9,7/16/2019,23831,CVR
2135903,792-66-28-81-400-000,Single Family,CLOSD,52,10900 Crofton RD,Chipchase At Mineola,Detached,3,2.1,7,"1,968","$295,000 ","$300,000 ",7,1/31/2022,23831,CVR
2131754,788-68-85-55-600-000,Single Family,CLOSD,52,2909 Emblem DR,Ranch Acres,Detached,4,2.1,8,"2,840","$295,000 ","$315,000 ",5,12/14/2021,23234,CVR
2019371,796-65-91-53-700-000,Single Family,CLOSD,52,11628 Hillside RD,Holly Trail,Detached,3,2,7,"1,962","$295,000 ","$295,000 ",2,8/11/2020,23831,CVR
2017023,789-66-39-02-800-000,Single Family,CLOSD,52,3618 Ethens Point LN,Brooks Chapel,Attached,4,2.1,8,"2,389","$295,000 ","$295,000 ",3,7/20/2020,23831,CVR
2013546,795-65-77-48-000-000,Single Family,CLOSD,52,3018 Warfield Estates TER,Warfield Estates,Detached,4,2.1,8,"2,348","$295,500 ","$290,000 ",15,7/31/2020,23831,CVR
